doc_id,knowledge_graph
102894,"[{""predicate"": ""Found_on"", ""subject"": ""Xylella"", ""object"": ""Polygala Mirtifolia""}, {""predicate"": ""Found_on"", ""subject"": ""Xylella"", ""object"": ""almond tree""}, {""predicate"": ""Found_on"", ""subject"": ""Xylella"", ""object"": ""olive trees""}, {""predicate"": ""Found_on"", ""subject"": ""Xylella fastidiosa pauca"", ""object"": ""olive""}, {""predicate"": ""Found_on"", ""subject"": ""Xylella fastidiosa pauca"", ""object"": ""olive trees""}, {""predicate"": ""Located_in"", ""subject"": ""Xyella"", ""object"": ""Europe""}, {""predicate"": ""Located_in"", ""subject"": ""Xyella"", ""object"": ""Italy""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Alberobello area""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Brindisi""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Monopoli""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Polignano""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Puglia""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Taranto""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""countryside of Fasano""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""countryside of Martina Franca""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""province of Bari""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella fastidiosa pauca"", ""object"": ""Europe""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella fastidiosa pauca"", ""object"": ""Greece""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella fastidiosa pauca"", ""object"": ""Italy""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella fastidiosa pauca"", ""object"": ""Spain""}, {""predicate"": ""Located_in"", ""subject"": ""lots of plants"", ""object"": ""port of Bari""}, {""predicate"": ""Located_in"", ""subject"": ""olive"", ""object"": ""Europe""}, {""predicate"": ""Located_in"", ""subject"": ""olive"", ""object"": ""Greece""}, {""predicate"": ""Located_in"", ""subject"": ""olive"", ""object"": ""Italy""}, {""predicate"": ""Located_in"", ""subject"": ""olive"", ""object"": ""Spain""}, {""predicate"": ""Located_in"", ""subject"": ""olive tree"", ""object"": ""Brindisi""}, {""predicate"": ""Located_in"", ""subject"": ""olive tree"", ""object"": ""Polignano""}, {""predicate"": ""Located_in"", ""subject"": ""olive tree"", ""object"": ""countryside of Fasano""}, {""predicate"": ""Located_in"", ""subject"": ""olive tree"", ""object"": ""countryside of Martina Franca""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Polignano""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Puglia""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""countryside of Fasano""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""countryside of Martina Franca""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""province of Bari""}, {""predicate"": ""Located_in"", ""subject"": ""olive tree"", ""object"": ""Monopoli""}]"
103005,"[{""predicate"": ""Found_on"", ""subject"": ""Asian Capricorn"", ""object"": ""citrus""}, {""predicate"": ""Found_on"", ""subject"": ""Japanese beetle"", ""object"": ""oak""}, {""predicate"": ""Found_on"", ""subject"": ""Japanese beetle"", ""object"": ""pine""}, {""predicate"": ""Found_on"", ""subject"": ""Xylella fastidiosa"", ""object"": ""citrus""}, {""predicate"": ""Found_on"", ""subject"": ""Xylella fastidiosa"", ""object"": ""citrus trees""}, {""predicate"": ""Found_on"", ""subject"": ""Xylella fastidiosa"", ""object"": ""olive trees""}, {""predicate"": ""Found_on"", ""subject"": ""Xylella fastidiosa"", ""object"": ""vines""}, {""predicate"": ""Located_in"", ""subject"": ""myrtle"", ""object"": ""France""}, {""predicate"": ""Located_in"", ""subject"": ""vines"", ""object"": ""European""}, {""predicate"": ""Occurs_on"", ""subject"": ""Asian Capricorn"", ""object"": ""Since then""}, {""predicate"": ""Occurs_on"", ""subject"": ""citrus"", ""object"": ""Since then""}]"
103391,"[{""predicate"": ""Affects"", ""subject"": ""golden flavescence"", ""object"": ""Vine""}, {""predicate"": ""Affects"", ""subject"": ""golden flavescence"", ""object"": ""vineyards""}]"
103643,"[{""predicate"": ""Found_on"", ""subject"": ""Japanese beetle"", ""object"": ""freight""}, {""predicate"": ""Found_on"", ""subject"": ""Japanese beetle"", ""object"": ""vineyards""}, {""predicate"": ""Located_in"", ""subject"": ""Japanese beetle"", ""object"": ""Asia""}, {""predicate"": ""Located_in"", ""subject"": ""Japanese beetle"", ""object"": ""Baden-Württemberg""}, {""predicate"": ""Located_in"", ""subject"": ""Japanese beetle"", ""object"": ""Freiburg area""}, {""predicate"": ""Located_in"", ""subject"": ""freight"", ""object"": ""Freiburg area""}, {""predicate"": ""Occurs_on"", ""subject"": ""Japanese beetle"", ""object"": ""last autumn""}]"
103887,"[{""predicate"": ""Located_in"", ""subject"": ""xylella"", ""object"": ""Bari""}, {""predicate"": ""Located_in"", ""subject"": ""xylella"", ""object"": ""Lecce""}]"
104422,[]
104453,[]
104562,"[{""predicate"": ""Found_on"", ""subject"": ""fall armyworm"", ""object"": ""corn""}, {""predicate"": ""Found_on"", ""subject"": ""fall armyworm"", ""object"": ""sorghum""}]"
104657,"[{""predicate"": ""Found_on"", ""subject"": ""Asian longhorned beetle"", ""object"": ""beech""}, {""predicate"": ""Found_on"", ""subject"": ""Asian longhorned beetle"", ""object"": ""birch""}, {""predicate"": ""Found_on"", ""subject"": ""Asian longhorned beetle"", ""object"": ""maple""}, {""predicate"": ""Found_on"", ""subject"": ""Asian longhorned beetle"", ""object"": ""specimens""}, {""predicate"": ""Located_in"", ""subject"": ""Asian long-horned beetle"", ""object"": ""Lucerne""}, {""predicate"": ""Located_in"", ""subject"": ""Asian long-horned beetle"", ""object"": ""Zell""}, {""predicate"": ""Located_in"", ""subject"": ""Asian longhorned beetle"", ""object"": ""Asia""}, {""predicate"": ""Located_in"", ""subject"": ""Asian longhorned beetle"", ""object"": ""Europe""}, {""predicate"": ""Located_in"", ""subject"": ""Asian longhorned beetle"", ""object"": ""Lucerne""}, {""predicate"": ""Located_in"", ""subject"": ""wood"", ""object"": ""Europe""}, {""predicate"": ""Located_in"", ""subject"": ""wood"", ""object"": ""Zell""}, {""predicate"": ""Occurs_on"", ""subject"": ""Asian longhorned beetle"", ""object"": ""on Tuesday""}]"
104725,"[{""predicate"": ""Located_in"", ""subject"": ""Xylella fastidiosa"", ""object"": ""Balearic Islands""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella fastidiosa"", ""object"": ""Formentera""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella fastidiosa"", ""object"": ""Mallorca""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella fastidiosa"", ""object"": ""Menorca""}, {""predicate"": ""Located_in"", ""subject"": ""almond trees"", ""object"": ""Balearic Islands""}, {""predicate"": ""Located_in"", ""subject"": ""fastidiosa"", ""object"": ""Ibiza""}, {""predicate"": ""Located_in"", ""subject"": ""multiplex"", ""object"": ""Balearic Islands""}, {""predicate"": ""Located_in"", ""subject"": ""multiplex"", ""object"": ""Ibiza""}, {""predicate"": ""Located_in"", ""subject"": ""pauca"", ""object"": ""Balearic Islands""}, {""predicate"": ""Located_in"", ""subject"": ""pauca"", ""object"": ""Ibiza""}, {""predicate"": ""Occurs_on"", ""subject"": ""Xylella fastidiosa"", ""object"": ""So far""}]"
104732,[]
104752,"[{""predicate"": ""Located_in"", ""subject"": ""Xylella fastidiosa"", ""object"": ""Balearic Islands""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella fastidiosa"", ""object"": ""Formentera""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella fastidiosa"", ""object"": ""Mallorca""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella fastidiosa"", ""object"": ""Menorca""}, {""predicate"": ""Located_in"", ""subject"": ""almond trees"", ""object"": ""Balearic Islands""}, {""predicate"": ""Located_in"", ""subject"": ""multiplex"", ""object"": ""Balearic Islands""}, {""predicate"": ""Located_in"", ""subject"": ""pauca"", ""object"": ""Balearic Islands""}, {""predicate"": ""Occurs_on"", ""subject"": ""Xylella fastidiosa"", ""object"": ""So far""}]"
104868,"[{""predicate"": ""Located_in"", ""subject"": ""Bactrocera dorsalis"", ""object"": ""limited area of Campania""}, {""predicate"": ""Located_in"", ""subject"": ""Bactrocera dorsalis"", ""object"": ""territory of Palma Campania""}]"
105066,"[{""predicate"": ""Affects"", ""subject"": ""flavescence dorée"", ""object"": ""vine""}, {""predicate"": ""Causes"", ""subject"": ""Candidatus phytoplasma vitis"", ""object"": ""flavescence dorée""}, {""predicate"": ""Causes"", ""subject"": ""phytoplasmas"", ""object"": ""flavescence dorée""}, {""predicate"": ""Located_in"", ""subject"": ""flavescence dorée"", ""object"": ""France""}, {""predicate"": ""Located_in"", ""subject"": ""flavescence dorée"", ""object"": ""Switzerland""}, {""predicate"": ""Located_in"", ""subject"": ""flavescence dorée"", ""object"": ""canton of Ticino""}, {""predicate"": ""Located_in"", ""subject"": ""vines"", ""object"": ""Switzerland""}, {""predicate"": ""Located_in"", ""subject"": ""vines"", ""object"": ""canton of Ticino""}, {""predicate"": ""Occurs_on"", ""subject"": ""flavescence dorée"", ""object"": ""in 2004""}]"
105286,"[{""predicate"": ""Located_in"", ""subject"": ""Xylella fastidiosa"", ""object"": ""EU""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella fastidiosa"", ""object"": ""France""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella fastidiosa"", ""object"": ""Occitanie""}]"
105440,"[{""predicate"": ""Found_on"", ""subject"": ""Candidatus Liberibacter"", ""object"": ""Tomato""}, {""predicate"": ""Found_on"", ""subject"": ""Candidatus Liberibacter"", ""object"": ""potato""}, {""predicate"": ""Found_on"", ""subject"": ""Liberibacter"", ""object"": ""potato""}]"
105490,"[{""predicate"": ""Located_in"", ""subject"": ""Asian longhorned beetle"", ""object"": ""Magdeburg""}]"
105574,"[{""predicate"": ""Found_on"", ""subject"": ""Xylella"", ""object"": ""olive""}, {""predicate"": ""Found_on"", ""subject"": ""Xylella"", ""object"": ""olive trees""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Avetrana""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Bari area""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Brindisi""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Carosino""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Faggiano""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Fragagnano""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Lecce""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Lizzano""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Manduria""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Maruggio""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Monteiasi""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Polignano""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Puglia""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Pulsano""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Roccaforzata""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""San Marzano di San Giuseppe""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Sava""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Taranto""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Torricella""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""province of Bari""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""province of Taranto""}, {""predicate"": ""Located_in"", ""subject"": ""olive"", ""object"": ""Brindisi""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Avetrana""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Brindisi""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Carosino""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Faggiano""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Fragagnano""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Lecce""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Lizzano""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Manduria""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Maruggio""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Monteiasi""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Polignano""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Puglia""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Pulsano""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Roccaforzata""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""San Marzano di San Giuseppe""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Sava""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Torricella""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""province of Taranto""}]"
105854,"[{""predicate"": ""Affects"", ""subject"": ""huanglongbing"", ""object"": ""citrus""}, {""predicate"": ""Affects"", ""subject"": ""huanglongbing"", ""object"": ""orange groves""}, {""predicate"": ""Causes"", ""subject"": ""Candidatus Liberibacter spp."", ""object"": ""greening""}, {""predicate"": ""Causes"", ""subject"": ""Candidatus Liberibacter spp."", ""object"": ""greening disease""}, {""predicate"": ""Located_in"", ""subject"": ""citrus"", ""object"": ""MG""}, {""predicate"": ""Located_in"", ""subject"": ""citrus"", ""object"": ""SP""}, {""predicate"": ""Located_in"", ""subject"": ""citrus"", ""object"": ""Triângulo""}, {""predicate"": ""Located_in"", ""subject"": ""greening"", ""object"": ""regions of Brotas""}, {""predicate"": ""Located_in"", ""subject"": ""greening disease"", ""object"": ""MG""}, {""predicate"": ""Located_in"", ""subject"": ""greening disease"", ""object"": ""SP""}, {""predicate"": ""Located_in"", ""subject"": ""huanglongbing"", ""object"": ""Triângulo""}, {""predicate"": ""Occurs_on"", ""subject"": ""citrus"", ""object"": ""in 2021""}, {""predicate"": ""Occurs_on"", ""subject"": ""citrus"", ""object"": ""the fifth consecutive year""}, {""predicate"": ""Occurs_on"", ""subject"": ""citrus"", ""object"": ""this year""}, {""predicate"": ""Occurs_on"", ""subject"": ""greening"", ""object"": ""in previous years""}, {""predicate"": ""Occurs_on"", ""subject"": ""huanglongbing"", ""object"": ""in 2021""}, {""predicate"": ""Occurs_on"", ""subject"": ""huanglongbing"", ""object"": ""the fifth consecutive year""}, {""predicate"": ""Occurs_on"", ""subject"": ""huanglongbing"", ""object"": ""this year""}, {""predicate"": ""Located_in"", ""subject"": ""greening"", ""object"": ""regions of Limeira""}, {""predicate"": ""Located_in"", ""subject"": ""greening"", ""object"": ""regions of Porto Ferreira""}]"
105882,"[{""predicate"": ""Affects"", ""subject"": ""HLB"", ""object"": ""citrus""}, {""predicate"": ""Affects"", ""subject"": ""HLB"", ""object"": ""citrus plantations""}, {""predicate"": ""Causes"", ""subject"": ""Candidatus Liberibacter"", ""object"": ""HLB""}, {""predicate"": ""Found_on"", ""subject"": ""Candidatus Liberibacter"", ""object"": ""citrus plantations""}, {""predicate"": ""Found_on"", ""subject"": ""Diaphorina citri"", ""object"": ""plant material""}, {""predicate"": ""Found_on"", ""subject"": ""HLB insect vector"", ""object"": ""citrus""}, {""predicate"": ""Found_on"", ""subject"": ""HLB insect vector"", ""object"": ""plant material""}, {""predicate"": ""Located_in"", ""subject"": ""Candidatus Liberibacter"", ""object"": ""Brazil""}, {""predicate"": ""Located_in"", ""subject"": ""HLB"", ""object"": ""American""}, {""predicate"": ""Located_in"", ""subject"": ""HLB"", ""object"": ""Argentina""}, {""predicate"": ""Located_in"", ""subject"": ""HLB"", ""object"": ""Brazil""}, {""predicate"": ""Located_in"", ""subject"": ""HLB"", ""object"": ""Latin America""}, {""predicate"": ""Located_in"", ""subject"": ""HLB insect vector"", ""object"": ""Argentina""}, {""predicate"": ""Located_in"", ""subject"": ""HLB insect vector"", ""object"": ""Brazil""}, {""predicate"": ""Located_in"", ""subject"": ""HLB insect vector"", ""object"": ""Uruguay""}, {""predicate"": ""Located_in"", ""subject"": ""citrus plantations"", ""object"": ""Argentina""}, {""predicate"": ""Occurs_on"", ""subject"": ""Diaphorina citri"", ""object"": ""2022""}, {""predicate"": ""Occurs_on"", ""subject"": ""HLB"", ""object"": ""in 2019""}, {""predicate"": ""Occurs_on"", ""subject"": ""HLB insect vector"", ""object"": ""in 2019""}, {""predicate"": ""Occurs_on"", ""subject"": ""citrus"", ""object"": ""in 2019""}, {""predicate"": ""Transmits"", ""subject"": ""Diaphorina citri"", ""object"": ""Candidatus Liberibacter""}, {""predicate"": ""Transmits"", ""subject"": ""Diaphorina citri"", ""object"": ""HLB""}]"
106012,"[{""predicate"": ""Affects"", ""subject"": ""golden yellowing"", ""object"": ""grapevine""}, {""predicate"": ""Causes"", ""subject"": ""phytoplasma"", ""object"": ""golden yellowing""}, {""predicate"": ""Found_on"", ""subject"": ""phytoplasma"", ""object"": ""grapevine""}]"
106215,"[{""predicate"": ""Affects"", ""subject"": ""Fusarium wilt"", ""object"": ""banana""}, {""predicate"": ""Affects"", ""subject"": ""Fusarium wilt"", ""object"": ""banana varieties""}, {""predicate"": ""Causes"", ""subject"": ""Foc"", ""object"": ""Fusarium wilt""}, {""predicate"": ""Causes"", ""subject"": ""Fusarium oxysporum f. sp. cubense"", ""object"": ""Fusarium wilt""}, {""predicate"": ""Causes"", ""subject"": ""tropical race 4"", ""object"": ""Fusarium wilt""}, {""predicate"": ""Dispersed_by"", ""subject"": ""tropical race 4"", ""object"": ""soil""}, {""predicate"": ""Found_on"", ""subject"": ""Foc"", ""object"": ""Cavendish""}, {""predicate"": ""Found_on"", ""subject"": ""Foc"", ""object"": ""banana""}, {""predicate"": ""Found_on"", ""subject"": ""Foc"", ""object"": ""banana varieties""}, {""predicate"": ""Found_on"", ""subject"": ""Foc"", ""object"": ""soil""}, {""predicate"": ""Found_on"", ""subject"": ""Foc TR4"", ""object"": ""Cavendish""}, {""predicate"": ""Found_on"", ""subject"": ""Foc TR4"", ""object"": ""banana varieties""}, {""predicate"": ""Found_on"", ""subject"": ""Fusarium oxysporum f. sp. cubense"", ""object"": ""banana""}, {""predicate"": ""Found_on"", ""subject"": ""Fusarium oxysporum f. sp. cubense"", ""object"": ""soil""}, {""predicate"": ""Found_on"", ""subject"": ""tropical race 4"", ""object"": ""Cavendish""}, {""predicate"": ""Found_on"", ""subject"": ""tropical race 4"", ""object"": ""banana""}, {""predicate"": ""Found_on"", ""subject"": ""tropical race 4"", ""object"": ""banana varieties""}, {""predicate"": ""Located_in"", ""subject"": ""Fusarium wilt"", ""object"": ""South America""}, {""predicate"": ""Located_in"", ""subject"": ""banana"", ""object"": ""South America""}, {""predicate"": ""Located_in"", ""subject"": ""tropical race 4"", ""object"": ""South America""}]"
106250,"[{""predicate"": ""Affects"", ""subject"": ""Pine Wilt Disease"", ""object"": ""Pine""}, {""predicate"": ""Affects"", ""subject"": ""Pine Wilt Disease"", ""object"": ""pine trees""}, {""predicate"": ""Causes"", ""subject"": ""pinewood nematodes"", ""object"": ""Pine Wilt Disease""}, {""predicate"": ""Found_on"", ""subject"": ""pinewood nematodes"", ""object"": ""Pine""}, {""predicate"": ""Found_on"", ""subject"": ""pinewood nematodes"", ""object"": ""pine trees""}]"
106417,"[{""predicate"": ""Found_on"", ""subject"": ""ToBRFV"", ""object"": ""Fruits""}, {""predicate"": ""Found_on"", ""subject"": ""ToBRFV"", ""object"": ""Tomato Plants""}, {""predicate"": ""Found_on"", ""subject"": ""ToBRFV"", ""object"": ""pollen""}, {""predicate"": ""Found_on"", ""subject"": ""ToBRFV"", ""object"": ""seeds""}, {""predicate"": ""Found_on"", ""subject"": ""ToBRFV"", ""object"": ""tomatoes""}, {""predicate"": ""Found_on"", ""subject"": ""Tobamovirus"", ""object"": ""Fruits""}, {""predicate"": ""Found_on"", ""subject"": ""Tobamovirus"", ""object"": ""Tomato Plants""}, {""predicate"": ""Found_on"", ""subject"": ""Tobamovirus"", ""object"": ""pollen""}, {""predicate"": ""Found_on"", ""subject"": ""Tobamovirus"", ""object"": ""seeds""}, {""predicate"": ""Found_on"", ""subject"": ""Tobamovirus"", ""object"": ""tomatoes""}, {""predicate"": ""Occurs_on"", ""subject"": ""ToBRFV"", ""object"": ""2022""}, {""predicate"": ""Occurs_on"", ""subject"": ""ToBRFV"", ""object"": ""for the first time""}, {""predicate"": ""Occurs_on"", ""subject"": ""tomatoes"", ""object"": ""2022""}, {""predicate"": ""Occurs_on"", ""subject"": ""tomatoes"", ""object"": ""for the first time""}]"
106950,[]
107116,"[{""predicate"": ""Affects"", ""subject"": ""Fusarium wilt"", ""object"": ""banana""}, {""predicate"": ""Causes"", ""subject"": ""TR4"", ""object"": ""Fusarium wilt""}, {""predicate"": ""Found_on"", ""subject"": ""Foc R4T"", ""object"": ""banana""}, {""predicate"": ""Found_on"", ""subject"": ""TR4"", ""object"": ""banana""}, {""predicate"": ""Located_in"", ""subject"": ""Fusarium wilt"", ""object"": ""Africa""}, {""predicate"": ""Located_in"", ""subject"": ""TR4"", ""object"": ""Africa""}, {""predicate"": ""Located_in"", ""subject"": ""banana disease"", ""object"": ""Africa""}]"
107265,"[{""predicate"": ""Affects"", ""subject"": ""Fusarium wilt"", ""object"": ""banana""}, {""predicate"": ""Causes"", ""subject"": ""TR4"", ""object"": ""Fusarium wilt""}, {""predicate"": ""Found_on"", ""subject"": ""TR4"", ""object"": ""Cavendish banana""}, {""predicate"": ""Found_on"", ""subject"": ""TR4"", ""object"": ""banana""}, {""predicate"": ""Found_on"", ""subject"": ""TR4 fungus"", ""object"": ""Cavendish banana""}, {""predicate"": ""Found_on"", ""subject"": ""TR4 fungus"", ""object"": ""banana""}, {""predicate"": ""Located_in"", ""subject"": ""Cavendish banana"", ""object"": ""Malawi""}, {""predicate"": ""Located_in"", ""subject"": ""Cavendish banana"", ""object"": ""Ruanda""}, {""predicate"": ""Located_in"", ""subject"": ""Cavendish banana"", ""object"": ""South America""}, {""predicate"": ""Located_in"", ""subject"": ""Cavendish banana"", ""object"": ""Tanzania""}, {""predicate"": ""Located_in"", ""subject"": ""Cavendish banana"", ""object"": ""Uganda""}, {""predicate"": ""Located_in"", ""subject"": ""Fusarium wilt"", ""object"": ""Africa""}, {""predicate"": ""Located_in"", ""subject"": ""Fusarium wilt"", ""object"": ""Asia""}, {""predicate"": ""Located_in"", ""subject"": ""Fusarium wilt"", ""object"": ""Mozambique""}, {""predicate"": ""Located_in"", ""subject"": ""Fusarium wilt"", ""object"": ""South America""}, {""predicate"": ""Located_in"", ""subject"": ""TR4"", ""object"": ""Africa""}, {""predicate"": ""Located_in"", ""subject"": ""TR4"", ""object"": ""Asia""}, {""predicate"": ""Located_in"", ""subject"": ""TR4"", ""object"": ""Mozambique""}, {""predicate"": ""Located_in"", ""subject"": ""TR4"", ""object"": ""South America""}, {""predicate"": ""Located_in"", ""subject"": ""banana"", ""object"": ""Mozambique""}, {""predicate"": ""Located_in"", ""subject"": ""banana plants"", ""object"": ""African countries""}, {""predicate"": ""Located_in"", ""subject"": ""banana plants"", ""object"": ""South America""}, {""predicate"": ""Located_in"", ""subject"": ""bananas"", ""object"": ""Malawi""}, {""predicate"": ""Located_in"", ""subject"": ""bananas"", ""object"": ""Ruanda""}, {""predicate"": ""Located_in"", ""subject"": ""bananas"", ""object"": ""Tanzania""}, {""predicate"": ""Located_in"", ""subject"": ""bananas"", ""object"": ""Uganda""}, {""predicate"": ""Occurs_on"", ""subject"": ""Fusarium wilt"", ""object"": ""Over the past decade""}, {""predicate"": ""Occurs_on"", ""subject"": ""TR4"", ""object"": ""Over the past decade""}]"
